claim_id,target
ID_8RWMB2R4BG17,682.7164655874653
ID_ZQOXGQKTSQUZ,11585.855738926843
ID_GD1WHVT4SRZK,345.7527485854097
ID_ZCHG291XANNT,20037.652645106846
ID_DSODEGCFSOB0,15273.992663471965
ID_9QEMV2YYHWMX,564.3842032275182
ID_V3668U3YAR1G,8908.649940042578
ID_AYBG48UESVMW,3142.8358279999993
ID_WG8IGLW118PX,6742.0141609111015
ID_L51DQPGB1XWS,10320.62278222259
ID_1TLMI0UOIGAY,18944.77114856814
ID_OH1YCA7WAPON,12365.127005901008
ID_UWJ8767S834E,3573.828195607852
ID_JDQK94DGU4DW,115.0771520990773
ID_DQC0I18N384A,15975.672635048018
ID_QWX6P6619LBW,10311.851825608903
ID_SXN31W3BRU6F,13944.45492872121
ID_JLA4O9LPKRPY,151.13040199538247
ID_AW9JMF8YK0IQ,673.6154196146757
ID_QMBIEC5DUEP2,1936.0623219685924
ID_SQK46ENZNN15,1219.1417596459019
ID_8IOZ8AI9T08B,11973.931881445658
ID_DTIAQFOBLZ68,16669.129944116234
ID_3P6PTTTZLB1N,-122.98139955111365
ID_AL9S4HDUCQNK,27461.65293911152
ID_B5YFPXNPSO0Z,4040.1789645446197
ID_U8S58DFLXRW8,1645.2561294184807
ID_14YI3TPJDAXW,11333.737133535771
ID_NORV1JV5N5H1,18802.04201090734
ID_FGMLDEQQ5VTL,16131.616220189238
ID_4JBM19CDP905,2084.7639674444194
ID_UAYAPPFGU49T,763.8766964555091
ID_UJI9VQT64XLZ,11351.217762344011
ID_2UBFGZBG44Q8,3216.162334031575
ID_8MUB33JHGXD4,-50.662612380259105
ID_WRV0TNP6H37M,1333.8105015665449
ID_4FAMKR2RVPUY,4818.62299398265
ID_JGFAX1D1YTEU,-269.8335647877436
ID_CSOJJ88XTSNW,7310.415576337116
ID_AEMWXY9SFACH,662.8879471300163
ID_J9TW7WI0RPVA,112.86118713914216
ID_FL5V6BDWYX7U,30644.009379248568
ID_QO0KME1Q35RY,2253.4522700739785
ID_1WGY6RUVVO1R,3206.8699018182956
ID_218429JI3ZSB,11727.79427200553
ID_SMTP4299GKWF,58.84384925304736
ID_QEFAPI8OLN40,14794.088803002967
ID_CT2EUXD5QITF,1179.647570448292
ID_FL4INJEVMO72,23783.183738998818
ID_6KV4BIXK209T,10897.999113683554
ID_0BVJGYNJ4QLY,17584.806595165926
ID_R32K8P0RV0Q6,1573.3966451295469
ID_OW7A72CD2XPX,8294.48855625223
ID_QBD4L7F3OZXC,-54.35904739028594
ID_WFPHNMS6I1HH,8531.82738111462
ID_0K90AA235634,1145.0957094341131
ID_9NU4NR9GH2L3,1476.774551595804
ID_QF5W70OBUA88,5568.918123032761
ID_I19WSLI8RNDK,20315.966730351578
ID_1HRO07MFSMY1,2254.1178313185665
ID_B11WB6U370G6,225.03590314853702
ID_TM5UDA4UIA1T,5688.430156285504
ID_LXRX7X6B1TTK,14607.001235194657
ID_MRM1S0PSPAGG,8586.408160876774
ID_8L1QQ6984DFA,5850.967614331872
ID_GAP51CTJVUTW,8202.9854682718
ID_N59IAC8EHSK9,8402.023561012325
ID_2ZKHTNPEJWTU,1958.0811405301672
ID_ZX1LS90TPEAZ,7139.8228155797815
ID_RQDX6394C0PV,21576.20078697709
ID_54EUEJ8100WY,10459.46091395442
ID_RHSRV6JR9S7W,9382.779726112276
ID_3ZWRK76JMSVR,12350.541114389018
ID_EKRFPZ95S834,15526.641732914766
ID_2MG3DCGQ2PUJ,1392.6991511870262
ID_VHUH2SSSYB5W,2678.198493827248
ID_PC5NQCG23IDH,10906.691979905294
ID_KFCFCGPW0CRE,-594.608041586277
ID_FVTDS1V2UWJ0,5381.3879339316145
ID_G8RW23CWM112,192.953261043915
ID_HJR5FA5072SC,19253.2825174741
ID_BW1GB2A9Z0HY,2402.82470184416
ID_6KDP2IQMKUST,2730.7372336313024
ID_5CODTBH35Y3R,6372.289851129168
ID_ZZJ9AVU1DNFI,662.4375145560335
ID_34LXG88RV0JT,10873.10919119469
ID_F5P1YJELLD9J,3756.202209837302
ID_LDVXTQADTBV3,2749.5001478247773
ID_OR9IE5ZIKGIT,17871.21406950503
ID_M8WK536RMMTH,5880.440132350403
ID_6M6SN4BN8UEN,10371.177582424134
ID_3S7A7GQUTJHF,32960.92152507903
ID_JRL47ZEU8BYN,24836.03006421937
ID_7TJOH65FR8WX,754.7231858545987
ID_SQLIN9VD80BI,4096.068886285742
ID_0PCW0JLFX6VF,14656.3625173325
ID_DZFDAMLMSGKG,5687.922121678124
ID_S8X97I3XWZJ4,1142.0374693478436
ID_RRD6N3457HL3,3816.850840540084
ID_5X0INM7NBJ25,8336.404013285466
ID_MYWZ6AHV0K1L,4882.79418034928
ID_B0IMQ69JUBGQ,15612.365574895954
ID_QLDNHB4ZENWX,7969.405780585396
ID_ZQ14OHI1RZ94,33.12056119451834
ID_BEFZSCEM2CD7,2460.7188387482406
ID_FXQ7IAWFX274,5271.106881671143
ID_6Q10LZXW4ISE,1482.7915152915716
ID_FCDO9HQGOXVG,1288.1259802520503
ID_EQ9FPZAZV129,882.472573555561
ID_D0KWWX60T6RV,2382.0711194210903
ID_ZSR1N3ZPX3AI,703.2585217091951
ID_BS8MRUBL7MF7,1540.5182906418645
ID_HCRYUBIK2K5Q,7871.2584846129885
ID_CT42XCX98MA7,17060.75790133978
ID_5K2DPUP1VOJB,5834.862108239149
ID_EVLIZ8G3XIXE,3484.968962188484
ID_KRQ1EX6TDHCL,2823.189712776115
ID_1ZQ8O3XO586O,1582.377496413625
ID_DS0J81H8OPD4,392.21522318733406
ID_GPAKIF2HFH4C,10000.946436971806
ID_DJ6GI7VPLYZF,1318.5112923657532
ID_12T47OAUSE78,1395.1254033636105
ID_E5LORFQ54D85,16170.593956742641
ID_YTQ0LQPFIUDZ,1135.9120443732797
ID_3IVF96ZALTJG,1572.0375165421322
ID_UPF1OEOO36GJ,10132.355189203425
ID_S7OCME9R7M18,506.9368962823127
ID_WMMAU6LMOFPK,653.324856546947
ID_CC9GUFUSFM02,11179.493587759296
ID_X7ZB7PXYHJPF,20669.676287158753
ID_YOQ2YQ2CSYF0,9017.578887217414
ID_BQ4EEWLYZ36X,3517.012018775013
ID_36IEX8K1Z9CM,9511.643610601062
ID_AFWTQ9DCPYEZ,-2.9685220212732775
ID_0MHCI9397ALZ,13001.388297411722
ID_LT5751RKPEFU,24886.366935267502
ID_BW0YLIYBB8AR,2658.252871974863
ID_B63X94UIC5K2,0.41750765602954454
ID_X2XHACOZ9R9K,2232.1678228298224
ID_L1ZPCXMIBS3V,1212.8520260281828
ID_IQHK15YRIZBE,10552.72347845276
ID_3R7LF41CQXG9,7405.8321254499
ID_7LEFFFJS97NG,4796.953020349628
ID_685E88QWMX7J,3341.9093562108696
ID_CSIAP4OPVU0J,4954.0954650285385
ID_KGKXHYHCQTV6,4301.874398701291
ID_8Y4WD7T6YPEN,6753.768062546573
ID_BYQBEWA85XBV,2245.139638123826
ID_D80UNH3F0ZR6,12758.197455281714
ID_JTNPHVVLJT2S,-2625.658812029896
ID_FJCC0JYKHUSG,4659.405725089406
ID_TAQ9BJLRMS0M,3824.051520501191
ID_YUA7G3AKEKUW,2322.029171507456
ID_AKK7323V5M9H,6858.582510971572
ID_C8K5D7GQASZ8,2478.079061133649
ID_G9K3S75RQOW7,2080.2421317939697
ID_BSOAJEZACW0K,952.1337518524792
ID_VKWS1QA7G0WS,8428.911176625847
ID_IYEJX1L1VPOY,2003.515992074126
ID_KJGUXMIVEUHN,2270.5924483879303
ID_JZGGGMW19W26,1438.9059337018493
ID_XU0YX84YZHYF,3091.154926935849
ID_CD1IGKQKEQ33,216.18091581869422
ID_P0AGKUJ6YWEG,7222.120486212245
ID_ZHZXSU4EWYHZ,484.1459715584399
ID_C68773FQ821F,37612.0925826518
ID_YFH42FKYN6UE,3267.184033367104
ID_RFW7Z5EVU0RX,7417.412294676476
ID_TIQKIELDAV4R,1366.5365058138336
ID_7B46Y9RKXUE8,3665.3619410441515
ID_EH51AEQZKW9L,14279.451995134461
ID_UQT0HT079BJV,2750.2900922788554
ID_YV1N0RPLZNUL,1793.1869140128322
ID_TV7G9KKOQ3PM,3124.993385746456
ID_S4CO7S9R7A2U,4961.628810603323
ID_TOEZ3HXSGEU1,7638.5840645348535
ID_C7ISZ53QACGI,-631.9049889506176
ID_0IAMH1WMGKRK,2940.55036989789
ID_6TOFP1KM95FP,1664.3090368848298
ID_ZOGYSBBJYJ3N,20023.34853857266
ID_VCS6J83V9BM6,8852.252321566673
ID_UNDJ2YLWNWXG,482.2134434307671
ID_M7TSEHK1LL34,10377.35305038007
ID_WULO8Y7FZRDF,1813.7539037712586
ID_HZRR41RARN8X,-52.96498358093857
ID_VBSWEUXFREFT,8954.515743095775
ID_6R886OS1WUVU,5195.806837483075
ID_7DG1FQB6W258,9826.50124228874
ID_NLAWKIV3XPDT,310.21922818439214
ID_2S03BM788M9X,1497.1100233648597
ID_MG415EU7H1G7,21042.88544966664
ID_37L3Y83X8FKG,3312.675070804607
ID_1J91BS5G46QQ,645.6182518633157
ID_VCG3I2YRZFUB,306.0465686340693
ID_KGYNDTBBF99V,18106.268160103955
ID_GI3LR9KE4WIR,536.9433269245578
ID_8U6M9EYJJP6X,366.9039583778645
ID_4KLDG9CKOVD5,2613.0938969236104
ID_32BSSL3O2OXJ,43494.91092058589
ID_KYDX9NOWNHHF,144.13769384234462
ID_T8FVRRL6EU80,1596.9913674419067
ID_WV1VA966CLHF,15234.629953007594
ID_J39XTI1Y2IFF,2491.233278830223
ID_9VPOYHT8E11H,6572.933731027919
ID_E98K17P3QUKR,1773.3639030134489
ID_U9LGY90FUHJT,5206.579640261231
ID_WW2HF4P7NZY9,9325.067687179979
ID_ADVJN6ZS1OVQ,3196.5417471779865
ID_WL8XZCGAI5YG,405.2150189497899
ID_VJX8P9WESFXV,10152.907356938922
ID_ZAN7V9EXFDQ2,17439.353509348693
ID_CH8081DEDYKG,15425.592220082475
ID_89VZGFWJ1BBC,7281.965989783417
ID_7OC199TULELB,4056.3459720527303
ID_P7V28NSCISNT,2878.3657544863345
ID_PMR9ZL9AI01Y,219.26519594565602
ID_8FA3NS2TZJXC,7480.950510864264
ID_ESVYOWXVU2YB,9903.801136076672
ID_LMAXDHP1FMQL,7204.681557278212
ID_ZZTOPJK5TS54,6677.012229612575
ID_VAVQCPCYJFD7,7310.415576337116
ID_VTWV4ZO9MDAX,22673.894245781437
ID_0SN7YNR5KB09,1976.8306775607543
ID_MA8Z95RJIFBK,6018.229036953408
ID_67H501CZ3WSL,2668.3718676936433
ID_G34P2XGEIU4N,743.3042803551369
ID_3151QYNEV9QB,9643.70314964018
ID_DFDYLA6N2PKL,929.0747787059499
ID_O8RMJYIVM9RA,343.03855680186643
ID_SJD2XCIAPIYN,11593.81697546336
ID_FMQO2B3XCAWA,16093.314295404109
ID_CZ1BLDHLWJHX,-69951.97251705865
ID_D8J84PCARRHT,795.7785196393501
ID_BXQ81CI2QKL9,7695.620446028161
ID_01W34DR9KKT1,1016.3998381686841
ID_1TNCDKCSY3L6,4.4236272049233625
ID_9F51Q2A95764,34631.695246017305
ID_SGV3ULWM0ENR,107.7589225218737
ID_213FCE16N0TM,8441.296978574843
ID_7MWEOU44XJR0,11832.180943848947
ID_EO634Q11XA4V,7445.6222716542225
ID_75YYSQ58YRQA,13117.37452897167
ID_XDVVWQMGP7E4,1386.4505896500616
ID_E41QAD3JCKJD,1449.514795809177
ID_03273XXYP38Q,11398.588786288921
ID_HC78W0YS8OW9,225.79894386551638
ID_XA7KJZ4E2955,38110.39581776635
ID_DCGJODFEVTXX,7954.078263239314
ID_3CBVKYKNW1FT,5411.695090704026
ID_ZKF255A8ESPA,1519.5613007053391
ID_CK8IBFIMLU0K,1158.8898536222198
ID_1R89F6YAFISG,6586.9652112370595
ID_70V5A0IT5TWQ,17065.083005700886
ID_2EIF6K4TAJ5K,5589.263290521564
ID_EG8JEYMRAUW4,3885.5796991351685
ID_0KUOT4OXL6CR,33952.68501712397
ID_DIN6DFI3WB8A,804.4316999565707
ID_8YPZK7JQRUR5,12450.59485453692
ID_QEG2C8NWAXDE,2619.8005781244797
ID_L45M9GXGKWN0,925.063375994928
ID_9KEWJL39WMDH,67.18010863566029
ID_UWXNKZDC1RPM,4702.554704531969
ID_4FMVI4ELP31X,1430.727071474544
ID_HN89SQSC74T2,17921.084288657592
ID_RJUFFK7MU9BZ,5738.283793661586
ID_8V6VSCCFRM61,20437.7248881357
ID_S3B3QT8O9JDV,2590.830746820423
ID_R8IPNVDN1EGX,16285.157057637023
ID_ZNAS4BAD7A5N,12035.098827888116
ID_KA5ESBFA0AI0,4374.342237222407
ID_GEWINW0P4JO5,2805.740401421482
ID_V57G0JZ8FQUO,7310.415576337116
ID_XGR74V0XY334,973.7125371379084
ID_ZCR0TFZ0KPU8,11696.704864800446
ID_8B2VFB8CIBAJ,338.5396486317514
ID_JG4HT38JBM3N,6297.514690709926
ID_9RKQKJ1B8BFI,19685.493539969768
ID_XK6O8TJZY663,5008.52932760012
ID_FRWNR5D6O1FD,17062.531687891144
ID_YRUPN19KCK6E,8828.560358432358
ID_DOHYYCO2PLMB,7573.179409910855
ID_2R66OR5XT80R,4803.69729620778
ID_GP8YH3N5T8G9,15310.208051827754
ID_HBU6HFETG2YO,15084.465680605563
ID_PVK769EY8A8J,1386.9551104654295
ID_QBCN8L07JGLX,13306.490161998734
ID_8ET9ZYSAXQDT,8962.532902591149
ID_MOPW4WJ0Z1GX,17442.080152518498
ID_9FIXL09TRMV1,378.4082710844717
ID_4E1IJSTQTLQJ,4502.00049127092
ID_392NMYNXZ53S,5122.138178065831
ID_THBEOLJHQLNL,1067.6150685546177
ID_HHXYRTCEG8MG,4015.9790456643186
ID_YY3KCR9ITVMV,1179.2844151689544
ID_9Y923ZFFPJQN,3482.7947538967846
ID_WVWXDTJIV8R7,2847.9514360694066
ID_JX9DQ8NPF54K,822.8955187545245
ID_EEOIF0T741CX,7333.547606142664
ID_D8QV5KG8YRFZ,1030.07981255299
ID_U7TNSDHA83X6,170.56726180490978
ID_7I22APJFOYPD,4404.686948542826
ID_H0QYCW9HJANB,2630.548090354322
ID_SVF2Z6G8G637,6279.729670581292
ID_5WIUMTDPH0OO,1111.4734380221025
ID_POWEG1FT0J13,7624.281801152002
ID_HMLVFSCHKS3L,9839.820131611497
ID_O6N9ZJK1FACG,1694.0587183266582
ID_TAO02GVZRVFN,15942.87646138016
ID_JIIBC4E1S4SW,16064.226158091178
ID_YY57N81KLAUX,7421.625550606478
ID_Z1E320RBT1TS,12234.523274627792
ID_P0I5K357IU0S,1056.1978861224688
ID_NHTQH1IMF44R,2270.8894334280762
ID_SKA05RY6JRL0,2516.087191200363
ID_VF2CYWLSQC1O,19850.540021907913
ID_AN7T6XD09ECZ,2960.1484737370347
ID_OGQPZ1VY2ESL,17011.276815258032
ID_NP3YKYHANSRM,20232.12274947577
ID_E0G5WPLBPSZ2,703.6868428149882
ID_794VXGFSF8ER,4548.294667507894
ID_AN8DTFWXCMK3,11643.128957018365
ID_HBXMZA7L4G3F,11046.134872927887
ID_VDOE08F8SSXV,25187.34206827235
ID_UMF8MPW64B8F,8759.402339483022
ID_9PTCFLB602YY,14889.213267807167
ID_7L1W2BSWNWVM,5898.768851176143
ID_CIA85O437U86,18129.196034592005
ID_211P9D7NNCRG,872.7229493101936
ID_KGS1YTCS6ZT9,8525.315005477443
ID_8XV68T4S0VW5,341.4538761788574
ID_ZEX64CE99SVZ,12890.138195947118
ID_TGOQBFWKKPKG,2084.251127472071
ID_Z58SYRVGIACR,9560.71025045414
ID_NMHIWBTSJZQN,3205.6955965217903
ID_WFVYPFEMAQF2,695.1267411875605
ID_VT2ZWMF83G6N,12989.096779655622
ID_WI1D4BBUIR4B,627.7822073775881
ID_KGZLWK34GX9D,16226.787256665866
ID_3MA8YXZTCKT2,778.6442748928133
ID_7ABU3KDAYDBY,17935.654719626353
ID_VBZTESZIZCEO,2874.811944149813
ID_3UA5IG4N83LP,639.1275441444573
ID_C6I44HK0RXDI,5412.722538684995
ID_GS7Q3UW43WIO,709.5461393987637
ID_TPDYRPM6A7D2,2462.5672739699644
ID_6OHX8JN7JB3X,20177.48226479885
ID_TTK8I9PHKUA0,4686.32584541344
ID_FGEJ98HTD23H,30385.18146338475
ID_QNJUXTGEK7CF,13001.388297411722
ID_9KCIJ85N3B2X,6815.437623471309
ID_18LQKZBUF09C,1788.4995175448255
ID_MBWR06IXJQUK,2331.3282660766195
ID_C6W4R9JTLKTK,4017.5077990412587
ID_ZCE95FW33LB7,23301.39317625331
ID_WNEDSHN8DSZR,39649.117014384145
ID_M1G6IPH6BQJW,1386.0030689346515
ID_F0H7LTTLO1IJ,8087.298557308073
ID_BRS9M03IO8UK,5354.128969843835
ID_5UDO9F2TO3F9,706.7529271580603
ID_H0MP86YNQ1NS,2013.2145920429875
ID_2NZGOJJED4OW,845.4728508757239
ID_THNEX8B5F9GR,4995.716962292976
ID_P6J0CMX6UDDU,13008.575592973371
ID_6B3RIZOF5QQI,11100.444969660171
ID_Y7LSKGNSUXR0,1113.7546637688283
ID_YSYX8ZXI6GTJ,3993.944729118987
ID_WQE9L0TWWUH3,5488.118732516732
ID_MKSNN4TXJAAG,4908.682475063985
ID_QLZKP3UHQOBM,2013.4204674790974
ID_KF9TO8JAP1XL,914.9717274771418
ID_41CCROA28WCT,3660.5786446375414
ID_PX44U5A7D172,8124.3568603422555
ID_F1ZBRIIPABK5,616.1724314253185
ID_NDQ56EADPM6T,1126.9642233258721
ID_C726BF7ZWWPF,22386.03557155482
ID_GS1SFY83GP07,3679.934430989951
ID_UBNR4U7UYCUS,6144.6711188017025
ID_MB1QG8FMQJFK,1827.3751795168105
ID_D8QQDQBRKGRL,49737.79218340338
ID_5Q396H4ODDI3,1388.1949432431654
ID_WKTM9VPXIRDW,7158.334514397009
ID_9HWQ9QWUYQFI,18925.032618240966
ID_N2BPM0WVYMUH,14629.702778934967
ID_3SZ213E7BZL0,17712.138652502483
ID_BO8VK3A5PL6P,13571.319085989298
ID_J49R9CZPNZXH,3199.9528615352974
ID_HRIYVNW2PACX,22399.43141687688
ID_JKJVED8SE6R2,4388.269082765172
ID_34U124ZJFQK9,3269.331186730765
ID_2H6W46GNEKHI,5447.476853069525
ID_HYW8E1MUR6QH,4925.582666679684
ID_RMFBC7YU8W8C,6715.292354754355
ID_HEZU6ADL40WT,7811.548353932093
ID_JHBLJ871RH3O,15709.901577049395
ID_6XPLS8K9C09Y,581.0879429377767
ID_Q7FIKENS2B8O,8499.22883758596
ID_RHF0UU89HK6Y,3540.884290514487
ID_MRQ6D0YP8DYM,371.2941901828274
ID_V45AYEZNEVVC,13744.503130754192
ID_HV9L08AALVGU,1638.2977200041628
ID_12I37GU04T0Z,20701.05977331698
ID_2E24PH5KAEYB,2791.906767258165
ID_JBIF6PY761DU,6535.978904732508
ID_TUZOEUPE0MCR,5502.902161976459
ID_RWJZNENPM8E0,5756.224886817388
ID_I6KHNRQH6MP7,2208.690172020259
ID_LTD76QGHF1PV,22642.397866730513
ID_9AN0TXBXRLAK,6827.2263321866585
ID_BA5Z5G0EXGXD,19988.013732451112
ID_R6V01W0FNKDW,16864.210646468448
ID_AUXAAS4TXV12,2658.838515242295
ID_93TY8VZR42JK,3312.399212417161
ID_VDEDGMG9YCK5,3989.4584963261973
ID_JY10QGQ9KSWU,5801.044539173376
ID_XGUOFRUBSRAG,21615.032058293826
ID_LJM2YG23KPID,18997.299423444845
ID_FNE16CQ0SMXC,6777.261843966917
ID_GI5SX5QB8QVG,6558.122553771827
ID_CQZEZBD84E8U,2109.5653624819065
ID_TIZIUUU5CNZX,9469.86171490145
ID_EJJP6K6W8Q2C,6896.276745022195
ID_W3WUQ7L7P5NG,12629.670907183276
ID_8VYSMGRVFPOZ,11978.049996574682
ID_4242Y8TSRMK9,18458.27355996661
ID_XFUA33VPA3MJ,-1968.3273760233108
ID_GCICZ4EX3SBH,10205.799449664502
ID_L3GPXY80GF09,20861.707304455478
ID_0T0QB7UQOEFH,33132.45971143017
ID_1DOOO7S2CED8,3243.203146932961
ID_92LWUINRR7TW,5444.904111439118
ID_3R9IS1MOCH35,503.00328451947064
ID_1KDANGYO6QEQ,3029.4508899651146
ID_TP884H61JSMD,13625.465196128052
ID_CVDU382QF9Q0,2965.758720098126
ID_ZPV7ARGUJTIA,32101.63968568413
ID_8C8TVOO4DMBE,6012.841163108555
ID_E4COPG2OXDHV,13080.884628975818
ID_ACEQ0FHP9QIX,3647.021037005996
ID_BFIOMVF6WZUU,6170.571714309389
ID_PXR1ZDSBTE3E,1805.5310508024363
ID_D1H1IUF73AD9,8838.7820801123
ID_IQY0O532P1X8,3051.250846890506
ID_KK6NIF842ATE,10675.817903732635
ID_I6MYYR2K6R7C,6669.512876528755
ID_599H9IG17MTW,17955.15264495415
ID_WC0CMEJBATHC,11981.780516538938
ID_2V72OE8UZ3WX,19488.505783534343
ID_QSZT95GKPOA7,2783.2266186245556
ID_6K22KKD1XVJT,199.98480023605376
ID_NYE3SZEULY36,4046.288425903425
ID_CU7LTFJMMLA6,7717.812825658743
ID_6IDV6RAA1284,39.08893273337785
ID_Y9U29838Z4GD,19668.312216555616
ID_6WWCLJ7H4F6A,19125.2318635352
ID_K4K6PUYEU24U,955.3096038450593
ID_PI6GYKWI6P0G,-411.87353655842634
ID_SAQCGS6554LZ,248.32832046254475
ID_BVOAWUBC8XME,752.1508401984647
ID_TXK6T1OAADJA,13087.428921704428
ID_DRP9DSYBBKKJ,4893.416565052191
ID_49DKD6ALGKG8,3308.644052086794
ID_13UIZWUK2F48,1453.05773401547
ID_66DUWHT27FU8,4055.4237786977596
ID_B5UM461WA6NE,991.5413000844459
ID_MWQF5JJHS408,626.6379792680176
ID_55RHE2VA1F9F,656.1395265118363
ID_GBXMJN954MQG,321.7724706900179
ID_7UR0YKDH55IG,4093.6658692527612
ID_D73UIFH3CVYY,1266.5760578124552
ID_0B96J5GMJCD3,6495.334908333545
ID_CQG3GGXCYJUB,12742.33458506123
ID_V3H777SVNIYK,12.07669994824737
ID_RPCVVZZDQTA1,140.86510159526264
ID_ZKHJPCDP3EAB,3236.321955551975
ID_VT6TERRDHH43,5210.846482005361
ID_0P7MDYG13JOX,19470.872853857945
ID_W3K6M3KBF35B,9755.542170370529
ID_IM5KITNJYERP,5769.472783972665
ID_KYN19S7B8DIH,6266.379710034855
ID_8BXIB7TZK3DW,8803.844273172977
ID_ENPPWZE8NEK4,24737.966101932845
ID_7Y6T3L44PS2D,5590.130092211354
ID_V3OS20N8R57S,14132.863196368524
ID_0ISG1TUCS1XX,14760.96000556909
ID_PP4K9QEQKQZY,2277.4443565473475
ID_2LK7LUZIXDYB,26153.605061508653
ID_P64KF4VTMZDS,6030.80039895408
ID_UN9X1AKPK31F,5576.112965877872
ID_99BCUR29TWXG,15992.729538664054
ID_IWH9DXBIJ2H0,20101.124030393737
ID_BQA14YCPWB7L,-11.018308801966974
ID_X46VLQ8VJQZI,-190.1500812824529
ID_P326ZL1PHSPX,1043.3891556025762
ID_Y4HMT0I9C6KP,1962.0938422320326
ID_WJGMTN39YQWE,4184.409256699899
ID_KV9GXJXJXTLV,12258.33599479561
ID_51R9NHYUYN1X,329.5715423875621
ID_EWAIRUEUCV6D,158.10140364868624
ID_Q9QEMEAAMDE0,245.4893650124171
ID_8L0QJCNHE9ZF,6622.4430463324325
ID_LJHIIYZB6PJU,37257.86145256961
ID_8Q1L9SYZG0RU,2772.3005000076378
ID_SL1LFFPW1D91,1269.3388258629575
ID_5E4UAMKJ4GBA,2651.5423753050413
ID_8Z0TWHO288YQ,108.02732761150473
ID_H10EUKNJIY82,5628.1309264098745
ID_42E10N9Q3F3K,16481.718385386946
